music_id,track_id,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
753,753,79,81,6,minor,4,4,0,10,87,116
754,754,86,49,3,major,21,51,0,35,62,124
755,755,91,72,9,minor,15,13,0,9,73,105
756,756,68,58,8,major,3,44,0,6,24,118
757,757,61,38,4,major,5,61,0,10,20,108
758,758,61,38,4,major,44,84,0,28,53,100
759,759,81,66,3,minor,14,38,0,12,39,140
760,760,78,74,1,minor,27,36,0,17,40,101
761,761,56,90,5,major,31,36,0,18,61,78
762,762,79,55,-1,minor,5,31,0,12,22,93
763,763,52,83,8,major,43,24,0,17,32,87
764,764,55,78,10,minor,35,19,0,11,50,153
765,765,87,59,-1,major,5,28,0,17,93,142
766,766,85,43,10,minor,21,39,0,12,41,96
767,767,50,78,-1,major,33,4,0,11,39,125
768,768,71,65,10,major,5,23,0,9,43,85
769,769,92,57,1,minor,9,46,0,14,78,140
770,770,66,79,11,minor,20,23,0,22,58,196
771,771,78,43,7,major,9,69,0,14,51,134
772,772,80,62,1,minor,38,76,0,10,45,103
773,773,82,67,1,major,5,12,0,13,50,130
774,774,65,69,11,major,36,31,0,8,52,108
775,775,61,71,8,major,46,53,0,32,66,123
776,776,84,69,11,major,6,21,0,18,74,152
777,777,78,60,2,major,4,59,0,7,55,108
778,778,56,47,10,minor,36,76,0,8,56,72
779,779,86,65,6,minor,7,42,0,35,67,121
780,780,57,82,3,minor,29,19,0,15,71,138
781,781,50,50,5,minor,6,69,0,12,41,188
782,782,80,85,1,major,21,23,0,11,26,110
783,783,81,79,8,major,8,19,0,47,77,105
784,784,63,70,8,major,31,5,0,9,60,118
785,785,61,62,2,major,31,60,0,24,24,176
786,786,83,65,11,major,8,0,10,11,41,158
787,787,85,58,1,minor,12,9,0,49,72,115
788,788,51,82,11,minor,3,0,0,5,48,110
789,789,73,54,9,major,32,30,0,34,26,174
790,790,91,96,4,major,9,3,0,3,91,130
791,791,36,54,10,major,5,34,0,14,30,78
792,792,44,42,7,major,9,88,0,9,74,104
793,793,64,88,7,major,6,0,0,12,80,121
794,794,83,82,2,major,4,14,0,12,32,105
795,795,38,66,7,major,8,9,0,9,20,81
796,796,37,24,1,minor,4,80,0,11,14,170
797,797,43,38,7,major,38,76,1,48,60,78
798,798,88,66,8,major,31,6,0,13,28,125
799,799,66,65,4,minor,7,23,0,8,29,92
800,800,84,42,11,minor,9,31,0,9,61,140
801,801,61,90,-1,major,9,25,0,10,32,96
802,802,66,43,5,minor,19,84,0,19,83,118
803,803,71,60,11,minor,4,7,0,6,67,92
804,804,49,37,8,minor,35,87,0,11,50,140
805,805,68,71,1,major,25,18,0,11,45,174
806,806,77,78,10,major,4,19,0,29,53,127
807,807,71,52,11,major,36,62,0,11,37,96
808,808,82,66,8,minor,6,13,0,11,82,150
809,809,87,60,6,major,16,1,0,13,46,100
810,810,73,81,1,minor,6,13,0,9,59,105
811,811,86,62,7,major,14,5,0,13,43,104
812,812,54,79,8,major,5,1,0,17,45,154
813,813,47,83,11,major,5,18,0,10,33,80
814,814,53,43,3,major,3,64,0,13,14,150
815,815,32,72,11,minor,4,0,0,9,49,156
816,816,76,81,8,minor,34,18,0,6,79,98
817,817,58,36,7,major,3,86,0,9,27,92
818,818,47,50,4,major,4,32,0,7,7,144
819,819,37,56,4,major,3,8,0,13,27,150
820,820,56,89,1,major,19,4,0,33,68,172
821,821,72,82,8,major,17,2,0,4,70,77
822,822,72,72,11,major,4,26,6,11,36,107
823,823,51,29,2,major,4,90,0,10,39,114
824,824,63,51,2,major,4,43,0,25,29,117
825,825,80,60,8,minor,26,8,0,14,74,160
826,826,88,56,7,major,6,1,0,8,15,120
827,827,82,70,11,minor,5,16,0,8,76,100
828,828,60,84,8,minor,11,4,0,24,68,158
829,829,56,54,3,major,4,72,0,10,40,142
830,830,80,85,9,minor,14,11,0,17,77,170
831,831,71,86,5,minor,25,2,0,51,39,84
832,832,58,46,-1,major,3,14,0,9,30,139
833,833,73,67,7,major,5,20,0,32,88,151
834,834,82,75,1,minor,6,6,0,63,42,128
835,835,56,54,7,major,5,67,0,6,20,118
836,836,65,72,5,major,3,36,14,20,88,183
837,837,63,62,3,minor,4,4,0,18,29,83
838,838,85,80,1,major,14,6,0,17,42,122
839,839,72,48,9,major,23,32,0,18,90,165
840,840,83,64,9,minor,4,35,5,9,90,106
841,841,81,58,11,major,34,83,0,11,68,77
842,842,57,89,8,major,8,10,0,33,30,91
843,843,51,63,7,major,3,5,0,41,21,148
844,844,71,81,4,minor,3,31,2,13,90,114
845,845,83,82,6,major,5,10,0,9,56,92
846,846,56,45,5,major,3,1,3,7,25,118
847,847,60,71,4,minor,4,3,0,16,46,123
848,848,52,48,3,major,3,54,1,19,28,89
849,849,81,93,5,minor,11,49,0,12,61,110
850,850,42,20,-1,major,4,94,0,11,32,118
851,851,68,76,11,minor,20,21,0,11,54,90
852,852,49,40,-1,major,3,82,0,11,14,130
853,853,70,62,6,minor,4,47,0,10,97,154
854,854,54,83,4,minor,4,0,44,20,59,105
855,855,70,88,1,minor,8,4,0,26,87,115
856,856,91,82,1,major,8,8,0,6,59,110
857,857,51,68,4,minor,6,12,2,15,5,125
858,858,73,75,1,major,8,0,0,34,62,102
859,859,81,65,8,minor,4,4,0,14,72,120
860,860,80,86,2,major,5,4,0,3,36,97
861,861,44,92,5,minor,7,0,0,44,41,140
862,862,78,72,2,major,4,1,0,11,31,97
863,863,45,90,6,major,5,9,11,10,67,125
864,864,80,56,3,minor,9,13,0,8,55,88
865,865,88,49,10,minor,14,9,0,9,8,137
866,866,88,69,9,major,23,0,0,8,52,157
867,867,95,57,6,major,25,54,0,10,83,130
868,868,85,83,1,major,11,10,0,8,80,90
869,869,44,67,8,minor,13,7,0,12,44,183
870,870,58,91,1,major,11,2,0,27,68,128
871,871,71,40,3,minor,45,46,0,7,78,130
872,872,63,43,1,major,23,24,0,12,56,126
873,873,77,87,-1,major,12,2,0,23,94,120
874,874,72,46,4,minor,8,7,0,28,18,130
875,875,70,76,-1,major,45,30,0,9,46,122
876,876,74,58,8,minor,8,15,0,13,46,172
877,877,61,62,8,major,40,14,0,23,38,103
878,878,55,64,10,minor,10,0,0,17,46,122
879,879,47,90,11,major,4,0,0,10,56,130
880,880,81,65,10,minor,4,24,0,8,70,105
881,881,90,51,5,major,6,39,0,9,73,120
882,882,56,53,7,major,4,24,0,12,43,145
883,883,79,59,7,minor,14,28,0,11,64,99
884,884,79,65,10,minor,14,5,0,25,66,88
885,885,81,73,9,major,4,28,0,29,90,126
886,886,77,75,-1,major,4,33,1,13,71,136
887,887,70,59,8,major,12,55,0,27,97,113
888,888,82,88,11,major,3,20,0,21,49,132
889,889,77,74,8,major,8,47,0,34,74,135
890,890,67,77,-1,major,11,11,0,19,49,126
891,891,67,74,1,minor,4,30,0,36,72,102
892,892,68,92,-1,major,12,10,0,9,80,125
893,893,37,66,1,major,5,14,0,9,28,149
894,894,74,89,-1,major,5,24,61,15,71,137
895,895,77,91,3,minor,12,14,0,33,78,120
896,896,90,50,1,major,26,11,0,9,75,100
897,897,70,57,8,minor,7,25,0,15,58,164
898,898,65,66,10,minor,7,31,0,22,79,93
899,899,65,80,1,minor,25,5,0,6,52,180
900,900,34,31,1,major,7,43,63,10,22,79
901,901,56,44,5,major,2,73,0,11,21,146
902,902,37,27,1,major,3,75,5,10,17,103
903,903,70,76,4,minor,23,8,0,54,26,140
904,904,81,70,10,major,7,13,0,15,48,92
905,905,64,60,1,minor,4,11,0,19,4,102
906,906,82,85,11,minor,4,33,1,11,75,118
907,907,78,62,2,major,6,6,0,15,75,93
908,908,70,56,5,minor,5,14,83,11,26,150
909,909,52,60,2,major,3,0,0,8,24,130
910,910,65,53,3,minor,4,6,0,51,24,83
911,911,84,75,9,major,8,5,0,6,43,102
912,912,73,91,4,minor,18,4,0,48,65,136
913,913,57,37,7,major,3,11,18,16,24,130
914,914,72,77,7,major,11,9,0,8,92,156
915,915,57,85,2,major,4,5,0,16,50,123
916,916,92,62,7,major,10,7,0,63,53,132
917,917,49,74,3,minor,4,0,0,9,13,125
918,918,74,67,5,minor,46,0,0,11,22,162
919,919,80,81,10,major,36,14,0,13,82,138
920,920,59,60,10,minor,44,12,0,5,62,161
921,921,91,55,8,minor,32,1,0,7,23,131
922,922,75,63,4,minor,12,6,0,35,45,122
923,923,80,28,4,minor,39,17,0,12,16,80
924,924,75,50,7,major,17,20,0,30,11,109
925,925,84,36,9,major,59,2,0,39,33,158
926,926,66,35,4,major,14,55,0,9,12,126
927,927,73,61,1,major,7,1,0,32,25,104
928,928,48,31,-1,major,4,80,22,12,15,110
929,929,77,70,7,major,5,1,0,16,20,130
930,930,34,16,-1,major,5,97,0,12,39,177
931,931,48,84,7,major,12,43,0,15,55,158
932,932,62,44,2,minor,3,51,33,14,25,114
933,933,93,61,5,major,20,0,0,12,62,144
934,934,54,76,5,major,3,0,0,14,22,125
935,935,85,43,5,minor,32,4,0,39,40,142
936,936,64,53,2,major,27,1,0,25,11,120
937,937,57,74,5,major,4,22,0,8,55,96
938,938,60,39,9,major,3,57,0,8,24,144
939,939,42,24,6,major,6,83,1,12,7,166
940,940,80,67,1,major,6,4,0,8,81,92
941,941,82,77,1,major,5,8,0,12,67,97
942,942,61,67,4,minor,5,15,0,11,32,90
943,943,69,54,4,minor,0,29,0,36,41,121
944,944,76,75,11,major,0,3,0,6,84,111
945,945,73,90,2,minor,0,9,11,23,24,120
946,946,61,70,1,minor,0,0,0,9,36,85
947,947,50,81,11,major,0,0,0,4,50,109
948,948,81,65,5,major,0,0,0,10,86,124
949,949,54,52,11,major,0,0,0,28,42,176
950,950,74,84,9,major,0,8,0,8,82,150
951,951,82,45,5,minor,0,62,0,10,68,114
952,952,78,58,10,major,0,6,0,11,72,120
953,953,79,66,0,major,0,16,0,10,85,119
954,954,70,63,1,minor,0,26,1,17,37,110
955,955,64,68,4,minor,0,3,0,7,45,163
956,956,73,68,10,major,0,13,0,40,66,162
957,957,64,74,5,major,0,4,0,9,46,124
958,958,77,75,9,major,0,34,39,7,88,112
959,959,79,89,1,major,0,16,0,5,79,94
960,960,77,65,4,major,0,32,0,11,64,148
961,961,55,80,0,minor,0,0,0,56,77,169
962,962,72,76,6,minor,0,66,2,14,11,125
963,963,80,59,2,minor,0,43,0,42,62,139
964,964,79,66,4,major,0,5,0,31,73,109
965,965,71,82,0,major,0,8,2,16,54,121
966,966,68,59,8,major,0,5,0,8,31,117
967,967,57,72,11,major,0,3,0,71,24,124
968,968,73,51,11,minor,0,15,0,5,69,171
969,969,64,76,6,major,0,4,0,15,36,126
970,970,85,46,3,minor,0,21,0,34,86,102
971,971,87,52,1,major,0,43,0,11,31,110
972,972,64,61,2,major,0,16,0,40,29,129
973,973,87,81,4,major,0,14,0,10,71,112
974,974,86,41,1,minor,0,45,0,12,65,99
975,975,79,73,7,major,0,52,23,14,49,120
976,976,68,86,11,major,0,28,0,33,49,123
977,977,70,78,2,minor,0,0,0,10,48,119
978,978,69,78,6,minor,0,15,3,30,20,122
979,979,74,89,7,minor,0,31,0,23,50,120
980,980,81,84,4,major,0,2,0,2,68,106
981,981,59,71,2,minor,0,0,0,63,16,125
982,982,80,89,6,major,0,18,0,8,74,112
983,983,77,74,5,major,0,0,0,15,65,125
984,984,69,74,7,minor,0,4,0,9,7,125
985,985,73,75,8,minor,0,3,0,10,83,150
986,986,77,93,7,major,0,31,0,11,13,120
987,987,64,86,8,major,0,6,0,24,51,120
988,988,71,80,11,major,0,12,0,35,58,134
989,989,75,73,5,major,0,6,0,18,33,134
990,990,72,69,5,minor,0,7,0,9,41,134
991,991,69,82,0,minor,0,2,0,25,86,93
992,992,70,83,9,minor,0,3,0,63,37,124
993,993,49,59,1,major,0,51,0,10,7,145
994,994,76,79,5,major,0,1,0,31,12,124
995,995,91,43,9,minor,0,56,0,12,75,109
996,996,80,84,11,minor,0,8,0,26,50,125
997,997,67,71,8,minor,0,53,0,33,32,126
998,998,74,86,9,major,0,12,0,59,51,128
999,999,61,90,11,major,0,13,0,11,47,186
1000,1000,66,60,1,minor,0,30,0,9,19,130
1001,1001,68,67,1,major,0,10,0,10,61,123
1002,1002,75,83,9,minor,0,19,0,31,39,123
1003,1003,95,69,9,minor,0,1,0,17,89,130
1004,1004,69,89,6,major,0,13,0,11,51,123
1005,1005,55,83,6,major,0,9,0,44,73,127
1006,1006,66,68,0,minor,0,15,0,30,38,123
1007,1007,71,67,10,minor,0,3,0,15,72,99
1008,1008,82,77,9,major,0,62,0,27,65,122
1009,1009,67,86,5,major,0,1,0,27,41,125
1010,1010,72,89,0,major,0,4,0,6,43,119
1011,1011,79,54,10,major,0,5,4,13,25,187
1012,1012,82,73,10,major,0,0,93,6,78,93
1013,1013,71,72,9,minor,0,13,0,36,41,128
1014,1014,60,77,6,minor,0,0,0,7,34,126
1015,1015,58,69,7,minor,0,66,85,14,72,93
1016,1016,71,59,0,minor,0,96,25,12,45,169
1017,1017,84,66,8,minor,0,18,0,9,86,125
1018,1018,93,68,11,minor,0,0,0,5,58,130
1019,1019,70,86,6,major,0,0,0,12,48,122
1020,1020,90,39,4,major,0,45,0,13,20,104
1021,1021,75,83,9,minor,0,2,0,14,47,125
1022,1022,71,64,3,major,0,20,0,12,66,140
1023,1023,61,79,6,major,0,0,0,26,51,120
1024,1024,74,47,2,minor,0,2,0,35,59,166
1025,1025,60,70,7,minor,0,17,0,57,67,106
1026,1026,78,72,6,major,0,18,0,6,55,180
1027,1027,70,72,7,major,0,22,0,27,75,90
1028,1028,86,63,8,minor,0,1,0,9,67,117
1029,1029,79,66,1,major,0,25,0,11,47,140
1030,1030,54,86,7,major,0,1,0,24,63,159
1031,1031,86,79,11,minor,0,0,1,4,81,166
1032,1032,59,21,1,minor,0,93,0,25,42,81
1033,1033,71,66,6,minor,0,22,0,10,48,95
1034,1034,84,76,4,minor,0,0,0,6,40,94
1035,1035,72,74,1,major,0,23,0,25,61,78
1036,1036,65,52,11,major,0,11,0,20,55,83
1037,1037,53,61,1,major,0,17,0,14,49,163
1038,1038,78,74,10,major,0,6,0,16,66,116
1039,1039,68,77,6,minor,0,7,0,31,51,124
1040,1040,59,69,1,major,0,12,0,37,30,121
1041,1041,70,54,10,minor,0,65,0,13,54,83
1042,1042,73,73,6,minor,0,2,0,9,47,101
1043,1043,93,45,1,minor,0,1,0,8,35,133
1044,1044,76,48,0,major,0,23,0,26,76,150
1045,1045,76,64,0,minor,0,5,0,23,67,100
1046,1046,81,51,5,major,0,12,0,8,83,151
1047,1047,66,41,0,minor,0,21,0,13,46,93
1048,1048,67,84,8,minor,0,5,0,20,38,140
1049,1049,74,69,11,minor,0,24,0,10,49,89
1050,1050,83,58,0,minor,0,23,0,24,48,109
1051,1051,61,62,11,major,0,49,0,28,80,62
1052,1052,39,49,6,major,0,5,0,11,15,91
1053,1053,48,60,10,major,0,48,0,8,26,179
1054,1054,88,34,11,major,0,21,13,5,71,94
1055,1055,47,72,2,minor,0,6,0,58,27,155
1056,1056,73,91,6,major,0,2,0,37,13,125
1057,1057,82,58,6,major,0,11,0,19,34,125
1058,1058,81,64,5,minor,0,33,0,7,45,138
1059,1059,77,50,0,major,0,19,0,11,48,94
1060,1060,68,72,5,minor,0,61,0,22,44,123
1061,1061,68,71,7,minor,0,9,0,9,37,116
1062,1062,57,85,5,minor,0,3,7,13,3,123
1063,1063,82,85,8,minor,0,1,0,11,89,95
1064,1064,86,32,0,minor,0,66,0,10,53,98
1065,1065,85,63,3,major,0,12,0,26,49,86
1066,1066,73,78,11,minor,0,8,0,21,25,125
1067,1067,72,43,6,major,0,74,0,10,62,130
1068,1068,79,82,0,major,0,20,0,43,24,125
1069,1069,92,38,9,minor,0,75,0,11,42,108
1070,1070,96,46,9,minor,0,20,0,16,32,108
1071,1071,63,70,10,minor,0,6,0,44,28,115
1072,1072,71,53,0,major,0,23,0,15,28,129
1073,1073,58,68,8,minor,0,37,0,58,12,107
1074,1074,71,70,4,major,0,32,0,52,34,126
1075,1075,72,77,8,major,0,0,0,11,44,122
1076,1076,82,61,1,major,0,43,0,33,84,102
1077,1077,70,95,10,major,0,12,0,20,57,125
1078,1078,79,83,11,major,0,36,0,19,18,127
1079,1079,95,69,10,major,0,0,0,7,43,100
1080,1080,70,89,8,major,0,29,0,48,55,120
1081,1081,84,74,11,minor,0,2,0,9,68,168
1082,1082,77,55,0,minor,0,20,0,13,34,99
1083,1083,73,72,4,major,0,16,0,34,46,113
1084,1084,67,54,4,minor,0,4,0,9,77,96
1085,1085,65,94,5,minor,0,0,91,43,32,126
1086,1086,89,58,10,major,0,10,0,79,64,116
1087,1087,64,59,9,minor,0,0,0,36,39,120
1088,1088,86,63,7,minor,0,30,0,12,81,128
1089,1089,83,49,1,major,0,28,0,11,84,81
1090,1090,63,63,4,minor,0,0,0,5,45,93
1091,1091,80,54,9,minor,0,30,0,10,87,147
1092,1092,58,71,1,minor,0,2,0,7,14,92
1093,1093,64,72,11,minor,0,19,0,15,13,105
1094,1094,76,51,8,minor,0,0,10,34,50,121
1095,1095,67,60,2,major,0,7,0,15,50,142
1096,1096,92,60,11,major,0,1,0,27,82,145
1097,1097,71,80,7,minor,0,0,0,30,30,120
1098,1098,87,52,5,minor,0,18,0,7,69,112
1099,1099,72,81,4,major,0,20,0,63,62,121
1100,1100,78,67,11,major,0,26,0,9,77,110
1101,1101,66,71,7,major,0,0,0,7,71,100
1102,1102,76,79,8,minor,0,2,0,8,68,122
1103,1103,72,43,8,major,0,73,0,69,34,144
1104,1104,71,61,7,major,0,5,0,15,48,129
1105,1105,82,79,2,major,0,72,0,12,75,118
1106,1106,76,78,11,minor,0,18,0,12,83,126
1107,1107,80,59,8,minor,0,1,0,19,30,139
1108,1108,54,74,5,minor,0,6,0,51,39,123
1109,1109,90,33,1,minor,0,32,1,10,27,99
1110,1110,62,60,6,major,0,5,0,46,45,116
1111,1111,64,71,11,minor,0,8,3,8,50,124
1112,1112,84,67,9,minor,0,6,0,27,81,97
1113,1113,79,67,6,minor,0,9,0,8,84,101
1114,1114,77,55,6,major,0,12,0,39,67,129
1115,1115,85,54,0,minor,0,56,0,13,44,124
1116,1116,87,51,11,minor,0,20,0,10,15,94
1117,1117,71,86,1,major,0,2,0,60,48,124
1118,1118,77,82,11,minor,0,14,3,14,18,100
1119,1119,51,35,8,major,0,74,0,8,39,79
1120,1120,50,67,4,major,0,31,0,26,3,128
1121,1121,64,74,4,minor,0,1,0,16,78,116
1122,1122,82,61,9,major,0,7,0,6,63,127
